Number of edges in matching: 18
{('v_bv', 'b_bv'), ('o_tt', 'rh_end_tt_2'), ('g_gy1', 'rc_end_north'), ('b_end_east', 'g_gy2'), ('v_end_east', 'rs_end_north'), ('rh_end_tt_1', 'b_bw'), ('rd_end_south', 'b_end_west'), ('rd_end_north', 'rh_end_north'), ('o_y_tt_end_west', 'nature_end_west'), ('y_rh', 'rh_end_south'), ('y_gy1', 'rc_end_south'), ('b_tt_3', 'rt_end_north'), ('b_v', 'v_end_west'), ('y_rt', 'rt_end_south'), ('w_bw', 'g_w'), ('rs_end_south', 'y_gy2'), ('o_rt', 'o_w_1'), ('rh_end_tt_4', 'rh_end_tt_3')}
         1637436 function calls (1618545 primitive calls) in 26.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1770(close_event)
        1    0.000    0.000    0.000    0.000 indexers.py:112(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 Image.py:3234(_apply_env_variables)
        4    0.000    0.000    0.000    0.000 generic.py:5197(_protect_consolidate)
        6    0.000    0.000    0.000    0.000 __init__.py:693(_comp_method_FRAME)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        3    0.000    0.000    0.000    0.000 transforms.py:1732(transform_path_affine)
        2    0.000    0.000    0.000    0.000 common.py:190(all_none)
        3    0.000    0.000    0.000    0.000 markers.py:733(_set_tickleft)
        8    0.000    0.000    0.000    0.000 _methods.py:82(_clip_dep_is_byte_swapped)
        1    0.000    0.000    0.000    0.000 merge.py:568(_MergeOperation)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 ticker.py:2048(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
        2    0.000    0.000    0.000    0.000 client.py:928(close)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        6    0.000    0.000    0.000    0.000 boolean.py:560(_create_logical_method)
        1    0.000    0.000    0.000    0.000 format.py:166(CategoricalFormatter)
        2    0.000    0.000    0.000    0.000 path.py:484(transformed)
        5    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
        5    0.000    0.000    0.000    0.000 artist.py:585(get_snap)
       36    0.000    0.000    0.000    0.000 bezier.py:233(degree)
        1    0.000    0.000    0.000    0.000 common.py:46(WindowGroupByMixin)
        1    0.000    0.000    0.000    0.000 zipfile.py:2249(Path)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        3    0.000    0.000    0.000    0.000 axis.py:538(update_position)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 generic.py:4447(<genexpr>)
       12    0.000    0.000    0.000    0.000 parsers.py:1263(<genexpr>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        4    0.000    0.000    1.040    0.260 request.py:495(_call_chain)
        2    0.000    0.000    0.000    0.000 numerictypes.py:569(find_common_type)
        8    0.000    0.000    0.000    0.000 config.py:802(<listcomp>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        8    0.000    0.000    0.000    0.000 __init__.py:1841(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 axis.py:1968(XAxis)
        1    0.000    0.000    0.000    0.000 mathtext.py:755(UnicodeFonts)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:889(set_capstyle)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       26    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        3    0.000    0.000    0.000    0.000 path.py:164(_fast_from_codes_and_verts)
        2    0.000    0.000    1.040    0.520 request.py:535(_open)
        6    0.000    0.000    0.000    0.000 patches.py:472(set_joinstyle)
        1    0.000    0.000    0.000    0.000 indexing.py:1500(_get_slice_axis)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:757(get_slice)
        4    0.000    0.000    0.000    0.000 reportviews.py:1019(__call__)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:106(get_active)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 indexers.py:69(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:91(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       38    0.000    0.000    0.000    0.000 linalg.py:473(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
       17    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 graphml.py:411(GraphMLWriter)
        1    0.000    0.000    0.000    0.000 kclique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 graphical.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:790(_missing_)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(clip)
        1    0.000    0.000    0.000    0.000 art3d.py:634(Poly3DCollection)
       24    0.000    0.000    0.000    0.000 dviread.py:135(_dispatch)
        8    0.000    0.000    0.000    0.000 mathtext.py:1903(__init__)
        4    0.000    0.000    0.000    0.000 generic.py:5211(f)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 masked.py:32(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 axis.py:1881(_get_ticks_position)
        4    0.000    0.000    0.000    0.000 core.py:3666(fill_value)
        5    0.000    0.000    0.000    0.000 generic.py:10721(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:286(_extremum_fill_value)
        1    0.000    0.000    0.000    0.000 utils.py:45(Level)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        1    0.000    0.000    0.000    0.000 boolean.py:34(BooleanDtype)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        2    0.000    0.000    0.000    0.000 path.py:464(cleaned)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:124(set_active)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1751(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 mincost.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
       18    0.000    0.000    0.000    0.000 managers.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:111(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 _base.py:535(ExcelWriter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:40(ToolBase)
        1    0.000    0.000    0.000    0.000 concat.py:290(_Concatenator)
        6    0.000    0.000    0.000    0.000 pathlib.py:1189(stat)
        2    0.000    0.000    0.000    0.000 parse.py:981(unwrap)
        3    0.000    0.000    0.000    0.000 mathtext.py:3316(__init__)
        4    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 ticker.py:296(IndexFormatter)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        2    0.000    0.000    0.000    0.000 transforms.py:1671(set)
       32    0.000    0.000    0.000    0.000 numeric.py:319(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 ticker.py:1413(EngFormatter)
        1    0.000    0.000    0.000    0.000 _base.py:338(_BaseExcelReader)
        2    0.000    0.000    0.000    0.000 expr.py:115(_compose)
        1    0.000    0.000    0.000    0.000 common.py:559(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        6    0.000    0.000    0.000    0.000 common.py:595(condition)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        2    0.000    0.000    0.364    0.182 client.py:1239(endheaders)
        1    0.000    0.000    0.000    0.000 figure.py:163(__init__)
        1    0.000    0.000    0.000    0.000 edgedfs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structuralholes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:5208(_consolidate_inplace)
       21    0.000    0.000    0.000    0.000 markers.py:274(get_marker)
        1    0.000    0.000    0.000    0.000 social.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        4    0.000    0.000    0.000    0.000 backend_bases.py:937(set_foreground)
        2    0.000    0.000    0.000    0.000 generic.py:334(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 image.py:1012(NonUniformImage)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       26    0.000    0.000    0.000    0.000 axis.py:368(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        3    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        6    0.000    0.000    0.000    0.000 __init__.py:378(_bool_method_SERIES)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
        1    0.000    0.000    0.000    0.000 misc.py:317(PythonRandomInterface)
        2    0.000    0.000    0.000    0.000 pyplot.py:736(gcf)
        2    0.000    0.000    0.000    0.000 managers.py:683(_consolidate_check)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _base.py:1432(set_box_aspect)
       24    0.000    0.000    0.000    0.000 artist.py:860(get_rasterized)
        1    0.000    0.000    0.000    0.000 request.py:433(__init__)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       32    0.000    0.000    0.000    0.000 polynomial.py:162(_roots_dispatcher)
        1    0.000    0.000    0.000    0.000 display.py:15(detect_console_encoding)
       32    0.000    0.000    0.000    0.000 function_base.py:4612(_append_dispatcher)
       16    0.000    0.000    0.000    0.000 base.py:5364(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 ops.py:538(UnaryOp)
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
        2    0.000    0.000    0.001    0.000 axis.py:1281(get_majorticklocs)
       31    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.001    0.001 artist.py:1236(ArtistInspector)
        1    0.000    0.000    0.000    0.000 transforms.py:1827(Affine2D)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 stata.py:3379(StataWriterUTF8)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 indexers.py:212(FixedForwardWindowIndexer)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       26    0.000    0.000    0.000    0.000 axis.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:96(<listcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:1075(fixlist)
        2    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        2    0.000    0.000    0.000    0.000 parsers.py:2089(close)
       12    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontweight)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(DomainMap)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 text.py:218(_get_xy_display)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 transforms.py:1539(transform_path_non_affine)
        5    0.000    0.000    0.000    0.000 backend_bases.py:993(get_hatch_path)
        2    0.000    0.000    0.000    0.000 parsers.py:1961(_do_date_conversions)
        2    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.001    0.001 _base.py:982(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        2    0.000    0.000    0.000    0.000 parsers.py:991(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 dates.py:1687(MicrosecondLocator)
        1    0.000    0.000    0.001    0.001 __init__.py:413(PercentStyle)
        1    0.000    0.000    0.000    0.000 axis.py:2256(YAxis)
        1    0.000    0.000    0.000    0.000 nx_shp.py:1(<module>)
